title,company,rating,location,salary,summary,description,postcode,city,annual,monthly,weekly,daily,hourly,type,min_salary,max_salary,avg_salary
 engineer - materials development,McLaren Racing,3.3,Woking GU21 4YH,0,"This role will provide a materials engineering graduate unrivalled access to cutting edge techniques, variety of projects and growth in role learning from some…","As Formula 1 evolves, materials development will play a key role in delivering increased performance and equally important, sustainable solutions without compromising that performance.This role will provide a materials engineering graduate unrivalled access to cutting edge techniques, variety of projects and growth in role learning from some of the best talent in the sport.Purpose of the Role:Materials development and failure investigations related to projects for F1 Race car components.Role Dimensions:Working in the materials laboratory, engineering office and with external suppliers. Some national and international travel may be required. Occasional work involves unsocial hours to support trackside operations and reliability requirements.Principal Accountabilities:Rapid response forensic investigations and failure analysis. This will include full reporting of findings and recommendationsResearch into novel materials, finishes, processes, constructions and applicationsMaterials selection for applications across the Formula One carDevelop technical data and information to aid design and analysis processes at McLaren RacingAssist Quality Department with the supplier audits and approvals processesProducing and reviewing material and treatment supply specificationsKnowledge, Skills and Experience:Minimum 2.1 degree in Materials Science or Materials EngineeringIndustrial experience in a related sector is desirable but not essentialExperience of materials testing, metallography and failure analysis is preferredComputer literate – Microsoft Office suiteExcellent report writing skillsFull UK driving licensePersonal Attributes:Possessing an innovative and determined approach with a good attention to detailHighly self-motivatedTeam player – supports othersDetermined – results focused, driven to achieve successful outcomeProficient in a range of environments from self-led lab work to presenting results and influencing senior engineersProblem solving – creating and lateral thinkingAbility to work effectively and efficiently to meet challenging deadlinesThese are our core values. They support our vision ‘to deliver the most exciting and inspiring performance in racing‘ and are the things that we believe are most important in the way we live and work within the McLaren Racing family. They should directly inform how we think, how we behave, and how we perform at every level of our team.IngenuityWe never stop pushing forwardWe look for advantage in everythingWe bring creativity to challengesWe strive for simplicityEnergyWe bring energy to everything we doWe connect people to the thrill of racingWe share passion for our great sportWe never give upHumilityWe are respectfulWe roll up our sleeves to get the job doneWe serve the teamWe are custodians of our legacyOpennessWe are open minded and curiousWe own failures, learn and improveWe communicate with clarity and honestyWe are open to challengeBraveryWe are at our best when we’re at our bravestWe embrace opportunityWe take responsibility for our actionsWe believe in what we doAll employees must ensure compliance with the Company Health and Safety Policy, and all relevant other statutory Health and Safety legislation.This job description may not detail some less major duties allocated to the post holder, nor cover duties of a similar nature, commensurate with the role, which may from time to time be reasonably required by the relevant manager.",GU21 4YH,Woking ,0,0,0,0,0,0,0,0,0
 spatial data consultant,1Spatial,,Cambridgeshire,0,"You will be working with our customers to help solve the data-centric problems that they face using a variety of applications and tool kits, including…","Location: Cambridge, UK (current working from home due to Covid restrictions, hybrid model of work available upon return to normal work environment)Employee type: PermanentSalary: Competitive, details will be made upon first contactIn every sector, organisations are using location data to make better decisions – improving services, maximizing efficiency and even saving lives. 1Spatial’s suite of solutions help our customers manage their complex geospatial data. We are a rapidly growing global business with offices in Cambridge (UK), France, Australia, USA, Ireland, Belgium and Tunisia.Would you be a good fit for the 1Spatial Consultancy team?We are looking for people who are approachable, smart and innovative and who care about learning and continuous improvement. You will be a self-motivated problem solver with good communication skills. You will be working with our customers to help solve the data-centric problems that they face using a variety of applications and tool kits, including geographic information systems (GIS), databases and 1Spatial technologies.The role will be varied and interesting with an opportunity to work with data from different industries in both spatial and non-spatial formats. There will be a requirement for travel to customer locations and events throughout the UK and possibly overseas (subject to COVID-19 restrictions).You will be responsible for:As a Consultant at 1Spatial, you will be working with a team tasked with delivering customer focussed projects, plus potential involvement with the development of 1Spatial products and solutions. You will often be working closely with our customers so a confident, engaging customer-facing persona is required.The work will primarily utilise 1Spatial’s own rules-based solutions, third party products such as FME from Safe Software, Oracle and open-source technology including QGIS and PostGIS. You will use these tools to deliver solutions that enable our customers to automate the modification, management, and re-use of complex data. You will also be working in cooperation with the sales team to identify opportunities, construct demonstrations and deliver presentations to win business.Required SkillsIdeally, a degree in a relevant Geographical or Data Science disciplinePragmatic approach to problem solving, with strong customer-facing skills, strong analytical skills, and attention to detailCapability to self-manageKeenness to learn, develop your skills and gain experienceKeenness to help others in the team develop their own skillsDesired skillsKnowledge of spatial technologies and dataAny previous experience with development or data processing languages such as Python, R, and SQLWhat we can offerCompetitive salaryFlexible working hours25 days annual leaveGenerous company pension schemeGroup income protection schemePrivate health insuranceBuying/selling annual leaveFree car parkingEasy rail accessSoft drinks and fruitCycle to work schemeActive social programmeHealth Cash PlanPersonal Development AllowanceAre you interested?Please send a covering letter and CV/resume to recruitment@1spatial.com.Our Recruitment Privacy Policy explains how we store, manage and process the data you provide to us. If you require further information or would like an informal chat about the role, please contact recruitment@1spatial.com and we will arrange for you to speak with the hiring manager. We require that all candidates are able to demonstrate their eligibility to work in the UK.",,Cambridgeshire,0,0,0,0,0,0,0,0,0
finance  scheme,Page Personnel - UK,2.5,Slough,30000,"A 2020/2021 graduate able to demonstrate strong analytic and numerical skills.On the finance graduate scheme, you will be working at the beating heart of…","Are you looking to work with some of the worlds most profitable brands?If so, this Graduate Scheme starting in September 2021 could be perfect for you!About Our ClientReckitt Benckiser are offering a phenomenal opportunity for graduates to join our successful and innovative team on our future leadership programme.RB is the world's leading consumer health, hygiene and nutrition company, with operations in over 60 countries, headquarters in London, Dubai and Amsterdam, and sales in almost 200 countries. We employ c.40,000 people worldwide.With a purpose of protecting, healing and nurturing in the relentless pursuit of a cleaner, healthier world, RB is in the top 8 of companies listed on the London Stock Exchange. Today we are the global Number 1 or Number 2 in the majority of our fast-growing categories, driven by an exceptional rate of innovation. Our health, hygiene and nutrition portfolios are led by 19 global Powerbrands, including Dettol, Nurofen, Strepsils, Gaviscon, Mucinex, Durex, Scholl, Clearasil, Lysol, Veet, Harpic, Bang, Mortein, Finish, Vanish, Calgon, Air Wick and many, many more.Job DescriptionOn the finance graduate scheme, you will be working at the beating heart of operations, with your projects entirely business focused. On the three-year programme, you will rotate around 3 of the following 4 areas of finance:Sales FinanceMarketing FinanceSupply FinanceCorporate FinanceFinally, you will be supported by a qualified team of subject matter experts in gaining your professional CIMA qualification, setting you up for your future and a successful career in Finance management.The Successful ApplicantRB's people and its culture are at the heart of our company's success and at the forefront of our purpose; to protect, heal and nurture in the relentless pursuit of a cleaner, healthier world.We have an intense drive for achievement and a desire to outperform wherever we focus, living and breathing our core values:Doing the Right Thing AlwaysStriving For ExcellenceBuilding Shared SuccessPutting Consumers and People FirstSeeking Out New OpportunitiesWe are fighting to make access to the highest quality hygiene, wellness and nourishment a right, not a privilege. RB's results consistently outperform our competitors, so we are looking for like-minded individuals who have the drive and ability to match this challenge.You Should Be:A 2020/2021 graduate able to demonstrate strong analytic and numerical skillsDriven with a desire to work for a FTSE10 businessA high level of ambition and motivationAbility to demonstrate an understanding of Reckitt Benckiser core values and how these would be practised in the workplacePersonable, with the confidence to communicate with stakeholders at all levelsPassionate about our brands, with a general knowledge on our consumers, market, product and impactCommercially astuteWhat's on OfferYou will develop your career with the most successful market innovator in the sector, 30% of sales over three years coming from new products. A company recognised for the strength of its commercial capabilities, offering extensive career opportunities.You will receive:Competitive basic salary and bonusPrivate health careVery attractive pension scheme25 days holiday per yearRotations - gain versatile and unique experience from the world's leading health and hygiene company as well as experiencing every aspect of what the company has to offerContactAmy CorkeQuote job refJN-022021-2005807Phone number+44 114 270 3753",,Slough,1,0,0,0,0,10000,30000,30000,30000
 it engineer,Arrow Electronics,3.5,Harrogate HG3,0,"Join Arrow's Graduate Program Designed for the Next Generation of Innovators.Your mentor will guide you, support you and will be involved in monitoring your…","Position:Graduate IT EngineerJob Description:Join Arrow's Graduate Program Designed for the Next Generation of Innovators.Our 12-month European program supports and develops high potential graduates to become solid contributors within Arrow.When you join the Arrow Graduate program, we work together to accelerate your transition from a fresh graduate into the IT engineering world and giving you a solid foundation to build your technical career in Arrow.We will provide you with a supportive mentor, continuous development and coaching as well as all the training that you will need.You will join a team of graduates based across Europe, making new friends and forming crucial working relationships. You will be learning in a group with fellow graduates, as part of a team with other Arrow employees and responsible for your own personal projects.Your mentor will guide you, support you and will be involved in monitoring your progress and providing feedback throughout your journey.You will also gain on-the-job experience. Arrow believes that by integrating you fully into the business and giving you the responsibility for your tasks is a great way to learn. You will complete practical work alongside your personal and group projects.You will meet and learn from experienced people not only from the IT engineering team but from across the business: sales, services, marketing, finance & operations. You will work alongside highly specialized experts supporting them in the following tasks:Supporting the commercial sales team in pre and post sales activities providing advanced pre-sales technical support and consulting, based on complete knowledge of productsParticipating as technology support on customer engagements involving Cloud, Security, Datacenter, DevOps, Data and the Edge and Workplace technology solutions.Developing technology knowledge with vendor training and accreditations.Developing & driving strategic technical plans by vendor or customer solutionArchitect, plan and deliver technology solutions to customers.Creating, organizing and participating in customer webinars, meetings, events, and conferences.Building & developing technical solution demonstrations on latest technologies from our vendors.Other, specific to the Graduate program : Take responsibility for projects (individual and in group) and create innovative solutions that have an impact on what Arrow does as a businessThis 12 month journey will allow you to learn how we operate on the day to day basis and get you ready post program for the full time job responsibilities listed above.Apply nowFirst, you should check that you meet the selection criteria:you must have a legal right to work in the country the position is locatedyou should have successfully completed your Information Technology, Engineering or Computer Science bachelor or master degree or other relevant degree before October 2021 or maximum 2 years agofluency in English and local language where the job is based are key requirements of the programyou must be flexible and have geographical mobilityYou will also have a strong desire to:Innovate: creating new and improved ways for themselves and the organisation to be successful.Collaborate: building partnerships and working collaboratively with others to meet shared objectives.Work differently: networking and working with colleagues across other cultures and in other countries.Be accountable: taking personal responsibility for decisions, actions, successes and mistakes.Show commitment: displaying a can-do attitude and strive to accomplish objectives.Put customers first: building strong relationships and delivering customer-centric solutions.In order to apply, please click on Apply below and submit your CV and a letter of motivation (both in English) in which you provide responses to the following questions:What was your decision-making process in selecting your current course/degree discipline?What motivates you to join Arrow & our graduate program ?What skills and experiences do you feel have prepared you for the job position?What personal qualities will you bring to the job position?Where do you see yourself in 3-5 years ?Your letter of motivation should not exceed one page.We can only accept applications from candidates that submit all documents in accordance with the above instructions. Any incomplete application will be automatically rejected.Location:UK-Harrogate, United Kingdom (Otley Road)Time Type:Full timeJob Category:Business Support",HG3,Harrogate,0,0,0,0,0,0,0,0,0
data scientist (open to s),Axa,3.9,Weybridge KT13 0NY,30000 - 45000 ,The position is open to candidates who have a previous Data Science working background but equally recent graduates who have achieved a 2:1 or above in a Data…,"At AXA UK, we’re proud to be listed as the 2021 top insurance company to work for on Glassdoor (24th Best Place to Work overall), reflecting our amazing people, benefits and culture! We’re on an exciting growth trajectory, investing in our workforce of the future and now have a requirement to recruit a permanent full time (35 hours P/W) Data Scientist to join the AXA Retail team.As part of our new smart working strategy, the Data Scientist position can be a ‘Location Independent / Hybrid office worker’, with team meetings held in Weybridge (Surrey) 2-3 times a month and therefore some travel to this Retail office will be required and we are happy to talk flexible working.The position is open to candidates who have a previous Data Science working background but equally recent graduates who have achieved a 2:1 or above in a Data Science / Analytics related degree will be considered.About the role as Data Scientist with AXA RetailJoining AXA as a Data Scientist you will become a team member of the Data Science area of Data and Analytics who are responsible for researching innovative project initiatives. This includes design and implementation of models and exploratory deep dive analysis; all of which will ultimately help improve the customer experience and positively contribute to AXA Retail’s financial performance and strategy.As a Data Scientist you will work with the Data Innovation Manager and Head of Data Science to help define and deliver innovative initiatives, in order to increase / improve metrics including (but not limited to); customer satisfaction, conversion, cross-sell, retention and lifetime value. You will participate in (and sometimes lead) Data Science projects and manage the communication of results and learnings, with a focus on implementation, collaboration and exploration.Working closely with the other areas of Data and Analytics and the wider business will be key to maximise our commercial value and identify further opportunities from the data available.Further Accountabilities:Understands the customer lifecycle and helps optimise performance at each customer touchpoint, as well as acquisition ROI and improvements to the customer journey.Assist the wider business with data driven decision making and customer centric analytical capability.Makes good use of external data to leverage the internal data for maximising benefits.Research and work with other entities on innovative projects and proactively plans for longer term benefits.Once deployed, initiatives are assessed against key metrics of increased customer satisfaction, conversion, cross-sell, retention and lifetime value.Takes a key role in internal forums and actively shares opinions.Is an active member of the Data Science Community.Joining as a Data Scientist, AXA will fully support you in studying for the Certified Analytics Professional (CAP) qualification - the premier global professional certification for analytics practitioners. On passing each exam/course, and subject to satisfactory performance and appropriate progress with completing the Personal and Professional Development, incremental increases to salary for each exam passed will be applied.This role is ideal for a Data Scientist who has experience in coding, specifically with SQL, and R or Python. Knowledge and experience of Azure and DataBricks would be particularly desirable, as well as building models from scratch. You will have the ability to work across structured, semi-structured, and unstructured data, extracting information and identifying linkages across disparate data sets.Other skills required:Experience of working on Data Science projects / initiatives and can evidence several different modelling techniques and analytical approaches.Experience of cloud technologies – e.g. GCP and Azure.Excellent communication and presentation skills, both oral and written.A proactive and creative individual with excellent analytical and mathematical skills.Strategic thinking and problem-solving capability – ability to develop practical solutions with the big picture in mind.General understanding of insurance or financial services products, in particular personal lines business or other digitally transacted b2c industries.Qualification2.1 or higher degree in a highly mathematical subject (Maths, Statistics, Economics, Physics, Engineering or similar). At AXA UK, we’re appreciative of the people who work for us and our rewards package is reviewed regularly to reflect that. You can expect to receive: • £30-45k annual salary DOE • Annual performance/company bonus and annual salary review • Enhanced contributory pension scheme (up to 12% employer contributions) • Life Cover (up to 10 x annual salary) • 25 days annual leave plus Bank Holidays rising to 28 days with service • Opportunity to buy up to 5 extra days leave or sell up to 3 days leave • Enhanced parental leave • Opportunity to buy Shares • Flexible benefit options and multiple local and national discounts • Flexible worker – home and office. If you’ve the drive and passion to succeed and are looking for a new opportunity within an award-winning company, this Data Scientist role with AXA is for you. To discuss this role or find out more information, please contact our dedicated In-House Recruitment Expert, Harriet Griffiths at harriet.griffiths@axa-uk.co.uk At AXA, we’re proud to be committed to equal opportunities and welcome applications from all backgrounds .With a presence in over 60 countries, and 165,000 employees serving the needs of 107 million customers, AXA is big.But never too big to care for every single person who works here. So when you join us, we promise to put our collective might behind you and your career.You’ll work in an open and supportive environment where you’ll be developed, challenged and encouraged to move around to achieve even bigger and better things – nationally and internationally. You’ll learn directly from senior leaders, from the best in our business. And you’ll enjoy real responsibility, really early on.Every large company today talks about supporting diversity and inclusion. But at AXA UK, these values form an integral part of everything we do. For us, it’s about bringing together the best talent, helping people to realise their full potential by being 100% themselves at work and delivering outstanding service to everyone – regardless of difference. Proud to be part of the AXA Group, a global insurance brand and a worldwide leader in financial services, AXA Insurance businesses employ over 5,500 in a network of offices across the UK. Our expert teams care for a huge range of customers, helping them protect their cars, homes and businesses against life’s uncertainties. Whether bought directly, through brokers or through a number of corporate partners, our market-leading products are trusted by millions.",KT13 0NY,Weybridge ,1,0,0,0,0,10000,30000,45000,37500
behaviour and conduct pathway lead (cypmhs/camhs),NELFT NHS Foundation Trust,3.6,Gillingham ME8 0NZ,38890 - 44503 ,Driven by the principles underpinning the national CYP-IAPT programme (Children and Young People’s Improving Access to Psychological Therapies) the service…,"Come and work for NELFT’s Children and YoungPeople's Mental Health Service (CYPMHS)in Medway and be part of one of the UK’s most innovative healthcare Trusts. An exciting opportunity has arisen for a graduate qualified health professional (e.g nurse, social worker, occupational therapist BACP Accredited CBT Therapist) to join our dynamic multi-disciplinary team. Driven by the principles underpinning the national CYP-IAPT programme (Children and Young People’s Improving Access to Psychological Therapies) the service provides the latest in evidence based NICE compliant psychological interventions to children, young people and their families experiencing emotional wellbeing and mental health difficulties.You will be a highly motivated and innovative individual with clinical experience working with children and young people with emotional wellbeing and mental health difficulties.You will: -Be responsible for managing the referrals within the Behaviour and Conduct Pathway and you will undertake mental health assessments and routinely measure clinical outcomes and deliver evidence-based clinical interventions in line with the CY-IAPT programme within MYPWSPromote the mental and emotional health of children, young people and families in the community through clinical interventions in the care pathwayUndertake initial school based and community based assessments and deliver a range of early interventions to children and young people with a range of emotional and psychological difficulties where appropriateAssess and develop plans of care to meet the complex needs of patients with a variety of conditions.There is one Children’s Single Point of Access (SPA), a Neurodevelopmental & Learning Disabilities Service, All age eating disorder service and a Crisis Team that work across Kent and Medway.What difficulties can be referred to the service?Mood and anxiety disordersBehavioural and conduct disordersEmerging personality and attachment disordersPsychotic disordersDeliberate self-harm and suicidal ideationSubstance misuse with co-existing mental health needs (dual diagnosis)Autistic spectrum disorder (ASD) - with co-occurring mental health needsAttention deficit hyperactivity disorder (ADHD) - with co-occurring mental health needsNeurodevelopmental disordersAll referrals to the service are assessed using a care pathways approach, developed in line with the National Institute for Health and Care Excellence guidance criteria (NICE) and based on a best practice model of treatment.The aim of our service is to respond earlier to children and young people’s needs in order to help prevent, reduce or delay the need for more specialist interventions. This transformation of children and young people’s mental health services has a clinical focus, integrated with local authorities to deliver a long term collaborative approach to planning and delivering services.CYPMHS focuses on emotional wellbeing as well as mental health and includes access to self-help tools and services based in schools and the community. The CAMHS Tier II and Tier III service no longer exist, replaced with an integrated CYPMHS. Training and support is available to other professionals and agencies. We are creating a modern service that fits with children’s lives in a way that best suits them. Key new features include a Children’s Single Point of Access (SPA) into the service, clear early signposting, and use of digital channels such as Big White Wall to access support and services. The locality team have care pathways. Each care pathway is clinically led, with care pathway leads operationally managing all YPWS practitioners working in that care pathway. With the support of the team manager, care pathway leads are responsible for assessment, treatment and systematic outcome measurement in that care pathway.Care pathway leads and practitioners ensure that a high quality, timely, accessible and evidence-based service is available to all children and young people who need it. This means establishing and maintaining excellent working relationships with wider social, health and voluntary services. If working in our CYPMHS team in South Kent Coast is for you and you are excited by a modern approach then we would very much like to hear from you.Probationary PeriodThis post will be subject to a probationary period. Internal applicants are exempt from the probationary period (unless you are an internal applicant currently part way through a probationary period or currently a bank member of staff).Assessment/Interview infoAt NELFT we set very high standards to ensure we provide quality services. We require prospective employees to carry out an online literacy and numeracy test, equivalent to NVQ Level 2. For more information regarding our assessments, please visit our website. If you are shortlisted, invited for interview and successfully offered the post, you will be required to undertake an assessment for these skills during the pre-employment checks.Starting with NELFTNELFT place a great deal of importance on new starters being properly welcomed and inducted into the Trust. All new starters will join the Trust on the first Monday of each month and will undertake a comprehensive induction of up to two weeks which will include mandatory training, systems training and the allocation of equipment. As part of the process new starters will have the opportunity to also meet the executive team, senior managers and attend a number of drop in sessions focussing in engagement, health and wellbeing and key processes. The induction will be held at our head office in Rainham, Essex.",ME8 0NZ,Gillingham ,1,0,0,0,0,10000,38890,44503,41696.5
 research associate,Pareto Law,3.5,Horsham,28000 - 38000 ,"A competitive basic salary of £28,000.Lucrative bonus and incentive schemes.Use researching tools and techniques to search for an identify prospective…","Job Title: Graduate Research AssociateLocation: HorshamSalary: £28,000 (£38K OTE)REF: J1098:SE:GJ:GRA:HORSSector: Financial ServicesEmpowering finance professionals to work smarter, our client provides world-class solutions to finance teams and executives across the globe. Redefining financial performance management, their influential enterprise focuses on benefiting businesses with the range of award-winning services they offer.Our client are now looking for focused and motivated graduates to join the research team in their Horsham office, seeking vital business opportunities and helping them deliver during an exciting period of growth that they’re experiencing!Graduate Research Associate- What you get:A competitive basic salary of £28,000Y1 OTE of up to £38,000!Excellent training that is geared towards your progressionRegular team socials and nights out with a vibrant and inclusive companyCompany mobile and laptopLucrative bonus and incentive schemesA modern, fun officeGraduate Research Associate- The Role:The successful candidate will work and learn in conjunction with senior team members and other teams within the company on new search projects. Main responsibilities will include:Use researching tools and techniques to search for an identify prospective companies and clientsCreate a pipeline for all target prospects that you have discovered through your researchCreate initial contact with key decision makers at the prospective companies, creating an interest in the company offeringMaintain contact with new and existing contacts, qualifying their suitability and interest in order to establish whether the company offering can help themPerform regular outreach over the phone, email and using social channels, as well as engaging face to face with customers, with an overall aim to book meetings to pass over to senior members of the teamManage and maintain the company CRM system entering any valuable research information you establish, as well as recording client details, ensuring both are completed accurately and in a timely mannerGraduate Research Associate- About You:Educated to degree levelExcellent communication, interpersonal and relationship building skills- you must be confident engaging with others on a regular basis!Organised, with excellent time management skillsPersonable and adaptableTeam player, but can also work autonomouslySelf-motivated with a strong desire to succeedPareto Law values diversity and promotes equality. No terminology in this advert is intended to discriminate against any of the protected characteristics that fall under the Equality Act 2010. We encourage and welcome applications from all sections of society and are more than happy to discuss reasonable adjustments and/or additional arrangements as required to support your application.If you require this job specification or to apply in an alternate format, please visit the Pareto website.",,Horsham,1,0,0,0,0,10000,28000,38000,33000
 research assistant or postdoctoral research associa...,University of Exeter,4.3,Exeter,27511,This new full-time post is available from 1st August 2021 on a fixed term basis until 31st July 2022.Supported by funding from a Research England Expanding…,"College of Medicine & HealthThis new full-time post is available from 1st August 2021 on a fixed term basis until 31st July 2022.The roleSupported by funding from a Research England Expanding Research Excellence in England award, this post will extend the range and utility of the newly purchased Vectra Polaris digital pathology system (https://www.akoyabio.com/phenoptics/mantra-vectra-instruments/vectra-polaris/ ) by developing imaging data analysis protocols for adoption by researchers interested in the histology and pathophysiology of the pancreas (http://www.exeter.ac.uk/diabetes/research/isletbiology/ ) as well as other organs involved in the complications of diabetes. This work will include generating preliminary data sets and analysis for proof of concepts and future grant submissions.This role will suit a candidate with a background in imaging and computer science but with a passionate interest in biological systems. Experience with the Vectra Polaris and some image analysis platforms would be preferred but is not essential as full training will be provided. There is also the opportunity to gain commercial experience via mentorship from Akoya Bioscience, who will offer access to training programmes and support where appropriate.The successful applicant will focus on a single project stream designed to integrate multiplex staining with different modalities of imaging and image analysis platforms (e.g. InForm and HALO - https://indicalab.com/halo/ ). The main project will involve quantitative, qualitative, and spatial analysis of immune cells involved in the targeting of beta cells in human type 1 diabetes.The role will require work as an image analyst integrating whole section scanning data with high-definition confocal images. There will be the opportunity to attend training, seminars etc. and to contribute to research outputs. This role will provide the successful candidate with experience of a range of techniques that will support onward career trajectories both in academia and industry.Please ensure you read our Job Description and Person Specification for full details of this role.The University of Exeter is a Russell Group university in the top 200 of universities worldwide. We combine world-class teaching with world-class research and have achieved a Gold rating in the Teaching Excellence Framework Award 2017. We have over 22,000 students and 4,600 staff from 180 different countries and have been rated the WhatUni2017 International Student Choice. Our research focuses on some of the most fundamental issues facing humankind today, with 98% of our research rated as being of international quality in the 2014 Research Excellence Framework. We encourage proactive engagement with industry, business and community partners to enhance the impact of research and education and improve the employability of our students.What we can offer you:Freedom (and the support) to pursue your intellectual interests and to work creatively across disciplines;Support teams that understand the University wide teaching goals and partner with our academics accordingly;An Innovation, Impact and Business directorate that works closely with our academics providing specialist support for external engagement and development;A multitude of staff benefits including sector leading benefits around maternity, adoption and shared parental leave(up to 26 weeks full pay), Paternity leave (up to 6 weeks full pay), and a new Fertility Treatment Policy;A beautiful campus set in the heart of stunning Devon.Before submitting an application you may wish to discuss the post further by contacting Dr Pia Leete, Research Fellow and Project Lead, p.leete@exeter.ac.uk",,Exeter,1,0,0,0,0,10000,27511,27511,27511
 opportunity - commercial manager,Full Fibre Limited,,Telford,25000 - 30000 ,"Manage all aspects of the contract, contractual and financial aspects of our projects from estimate to agreement.Understand the valuation of construction work.","Fibre Only. Wholesale Only. Gigabit Capable.Here at Full Fibre, we are changing the way consumers and business access the digital world. We are on a mission to connect 100,000's of properties across the UK to the 21st century. With significant growth happening across our business today, we want great people to help us do great things.As a Commercial Manager, you will be playing a pivotal role in the future growth and management of the business. You will be instrumental in the future success and performance of the business and its suppliers. Reporting directly into the Head of Commercial, you'll be joining at the start of a very fast paced and exciting growth phase of the business with lots to get stuck into.We're looking for an enthusiastic graduate to train as a Commercial Manager. Once trained you will…Manage all aspects of the contract, contractual and financial aspects of our projects from estimate to agreementApply cost management support for our regional officesAssist in identifying or predicting potential risks and what mitigations are required to reduce exposureUnderstand the valuation of construction workProvide support/guidance and knowledge to others within the business in relation to building budgets to deliver worksConfidently assess and approve contractor payment applicationsDiscuss Fibre technologies, with an understanding of commercial implicationsChange management and contractor agreementThe right person will…Be a Decisive Thinker and able to analyse information quickly and use it to make robust decisions.Have excellent communication skills and be a confident negotiatorHave a good understanding of Fibre Optic Infrastructure and Network Build (desirable)Have a good commercial acumen and understanding of processes and procedures when discussing commercial issues with contractorsHave direct experience/exposure in a telecoms- based business (desirable)Analytical, solution oriented and able to deal with a fast moving environmentKnowledge, Skills & Experience: All training will be provided.BSc Quantity surveying degree would be advantageous.Experience in, or an understanding of the fibre and telecoms industry would be advantageous.A valid UK driving licence is required for the role. Job spec will be office based with a requirement for intermittent site visits. Where possible company transportation will be provided.Excellent communication skillsAbility to work under pressure in a fast-paced roleExcellent commercial and business awarenessNegotiation Skills and ability to talk to various management levelsWhat we can offer: A busy and challenging roleOpportunity for growth, development and trainingA sensible work life balance5 Paid Sick days25 Days HolidayOther BenefitsStarting salary £ 25,000 - £30,000Job Type: Full-timeSalary: £25,000.00-£30,000.00 per year",,Telford,1,0,0,0,0,10000,25000,30000,27500
 management trainee - warwickshire,Enterprise Rent-A-Car,3.6,Warwickshire,0,"That’s because nearly all of our full-time employees started as a graduate in our Management Training Programme, including our current CEO.","OverviewAdd an annual turnover of $22.5 billion to a rental and leasing fleet of more than 1.7 million vehicles spread across 9,500 locations worldwide and you get Enterprise Rent-A-Car – a business that’s grown into the largest global mobility provider in the world.Join us, and after an initial virtual classroom-based orientation session, you’ll be assigned to a branch office for hands-on business training. Here you will learn valuable business skills from capable mentors who were once in your shoes. That’s because nearly all of our full-time employees started as a graduate in our Management Training Programme, including our current CEO.This allows everyone to learn our business from the ground up and to understand how they play a significant role in seeing it succeed. Our promote-from-within culture ensures that you’ll have a well-rounded training experience and learn skills in management, finance, operations, sales and customer service.As you progress, increasingly more opportunities will become available to you. You can choose, as most people do, to continue your rewarding ascent within our Rental Operations managerial track. Then - in as little as two years from joining as a graduate - you could become a Branch Manager, in charge of your own team and your own profits. Or you can explore one of many other exciting options within Enterprise including Human Resources, Accounting, Revenue Management, Sales, Marketing and more.What is certain is that we encourage all of our employees to be the best they can be, and diversity is a priority in all areas of our business. We have been included in The Times list of Top 50 Employers for Women since it was conceived fifteen years ago, and have been honoured with many other awards along the way.Enterprise is also still family-owned – our CEO Chrissy Taylor is the third generation of the Taylor family to run the company. This allows us to look forward even more confidently to the future, providing the stability we need to pursue the long-term good for our business, our employees and our customers, even in these challenging times.As you are considering a position with Enterprise, we invite you to learn more about our business. Today – and every day – the safety and wellbeing of employees, customers and the communities we serve is our top priority. For the latest on our COVID-19 response, please visit the Enterprise Rent-A-Car website.ResponsibilitiesAs a Graduate Management Trainee, you are empowered to make business decisions that greatly affect your career as well as the bottom line. You’ll gain responsibility for developing new business and maintaining current relationships. You’ll be responsible for understanding cost control, reading your branch’s P&L statement and understanding what it takes to run a profitable business. You will also learn how to deliver exceptional customer service.We will teach you how to effectively communicate, influence, and interact with all types of customers, vendors, and colleagues. You’ll learn proper sales techniques, problem solving strategies and conflict management. Those skills will provide you with the opportunity to market to local business partners and build solid, long lasting relationships with key business decision makers. In your development to become a successful manager at Enterprise, you’ll learn how to mentor, train, develop, manage and promote staff of your own. In turn, we’ll reward your development with pay increases and opportunities for continued promotions.QualificationsA Bachelor’s degree is preferred; however, professional experience can be substituted if applicable.You must have a full driving licence, but we do make accommodations for applicants who don’t drive due to a disability.No drug or alcohol related offence on driving record within the last five years is permitted.Additional InformationRegardless of your socio-economic background, university attended, subject studied and degree attained, Enterprise will always look at how you perform against our competencies and will judge you on that alone.Please let us know about any accommodations you may need to participate in our recruitment process.Please limit your application to only one job posting based on where you live and/or plan to work. Applying to multiple locations will delay your application being processed.This job posting is for applications within the following locations: Stratford Upon Avon , Warwickshire, Redditch, Solihull, Bromsgrove, Leamington Spa.",,Warwickshire,0,0,0,0,0,0,0,0,0
